Year,Combination,Score,Frequency
2022,D01,24.729999999999997,2
2022,D01,24.73,2
2022,D01,24.730000000000004,2
2022,D01,24.75,1526
2022,D01,24.77,3
2022,D01,24.779999999999998,1
2022,D01,24.78,4
2022,D01,24.799999999999997,712
2022,D01,24.8,920
2022,D01,24.82,3
2022,D01,24.83,5
2022,D01,24.849999999999998,164
2022,D01,24.85,1188
2022,D01,24.869999999999997,4
2022,D01,24.87,1
2022,D01,24.880000000000003,4
2022,D01,24.9,1247
2022,D01,24.900000000000002,245
2022,D01,24.92,1
2022,D01,24.93,2
2022,D01,24.930000000000003,1
2022,D01,24.95,839
2022,D01,24.950000000000003,525
2022,D01,24.96,1
2022,D01,24.97,2
2022,D01,24.970000000000002,1
2022,D01,25.0,1609
2022,D01,25.02,1
2022,D01,25.03,3
2022,D01,25.049999999999997,557
2022,D01,25.05,702
2022,D01,25.07,4
2022,D01,25.08,3
2022,D01,25.099999999999998,159
2022,D01,25.1,1219
2022,D01,25.119999999999997,1
2022,D01,25.130000000000003,2
2022,D01,25.15,1008
2022,D01,25.150000000000002,217
2022,D01,25.16,1
2022,D01,25.17,1
2022,D01,25.18,1
2022,D01,25.2,893
2022,D01,25.200000000000003,526
2022,D01,25.22,3
2022,D01,25.23,2
2022,D01,25.25,1097
2022,D01,25.269999999999996,1
2022,D01,25.27,4
2022,D01,25.28,1
2022,D01,25.299999999999997,437
2022,D01,25.3,857
2022,D01,25.319999999999997,1
2022,D01,25.32,2
2022,D01,25.33,3
2022,D01,25.330000000000002,1
2022,D01,25.349999999999998,236
2022,D01,25.35,911
2022,D01,25.369999999999997,2
2022,D01,25.38,1
2022,D01,25.4,1027
2022,D01,25.400000000000002,209
2022,D01,25.409999999999997,1
2022,D01,25.419999999999998,2
2022,D01,25.42,2
2022,D01,25.43,1
2022,D01,25.430000000000003,1
2022,D01,25.45,615
2022,D01,25.450000000000003,333
2022,D01,25.47,2
2022,D01,25.479999999999997,1
2022,D01,25.48,2
2022,D01,25.5,1118
2022,D01,25.509999999999998,1
2022,D01,25.53,2
2022,D01,25.549999999999997,430
2022,D01,25.55,605
2022,D01,25.560000000000002,1
2022,D01,25.57,2
2022,D01,25.58,1
2022,D01,25.580000000000002,1
2022,D01,25.599999999999998,229
2022,D01,25.6,903
2022,D01,25.61,1
2022,D01,25.62,1
2022,D01,25.63,1
2022,D01,25.630000000000003,2
2022,D01,25.65,702
2022,D01,25.650000000000002,164
2022,D01,25.67,1
2022,D01,25.680000000000003,1
2022,D01,25.7,568
2022,D01,25.700000000000003,400
2022,D01,25.72,1
2022,D01,25.75,923
2022,D01,25.76,1
2022,D01,25.77,3
2022,D01,25.78,1
2022,D01,25.799999999999997,409
2022,D01,25.8,588
2022,D01,25.83,2
2022,D01,25.849999999999998,150
2022,D01,25.85,559
2022,D01,25.869999999999997,1
2022,D01,25.87,1
2022,D01,25.9,689
2022,D01,25.900000000000002,159
2022,D01,25.92,2
2022,D01,25.95,458
2022,D01,25.950000000000003,315
2022,D01,25.97,1
2022,D01,25.98,1
2022,D01,25.980000000000004,1
2022,D01,26.0,841
2022,D01,26.020000000000003,1
2022,D01,26.049999999999997,250
2022,D01,26.05,382
2022,D01,26.069999999999997,1
2022,D01,26.08,1
2022,D01,26.080000000000002,2
2022,D01,26.099999999999998,142
2022,D01,26.1,543
2022,D01,26.15,508
2022,D01,26.150000000000002,137
2022,D01,26.16,1
2022,D01,26.2,408
2022,D01,26.200000000000003,301
2022,D01,26.21,1
2022,D01,26.25,519
2022,D01,26.27,1
2022,D01,26.279999999999998,1
2022,D01,26.299999999999997,221
2022,D01,26.3,314
2022,D01,26.33,1
2022,D01,26.349999999999998,108
2022,D01,26.35,394
2022,D01,26.38,1
2022,D01,26.4,447
2022,D01,26.400000000000002,113
2022,D01,26.43,1
2022,D01,26.45,256
2022,D01,26.450000000000003,175
2022,D01,26.5,472
2022,D01,26.549999999999997,153
2022,D01,26.55,207
2022,D01,26.599999999999998,122
2022,D01,26.6,401
2022,D01,26.65,272
2022,D01,26.650000000000002,80
2022,D01,26.7,192
2022,D01,26.700000000000003,140
2022,D01,26.75,298
2022,D01,26.799999999999997,144
2022,D01,26.8,215
2022,D01,26.849999999999998,62
2022,D01,26.85,214
2022,D01,26.880000000000003,1
2022,D01,26.9,204
2022,D01,26.900000000000002,44
2022,D01,26.95,93
2022,D01,26.950000000000003,104
2022,D01,27.0,285
2022,D01,27.009999999999998,1
2022,D01,27.02,1
2022,D01,27.049999999999997,82
2022,D01,27.05,123
2022,D01,27.069999999999997,1
2022,D01,27.099999999999998,28
2022,D01,27.1,140
2022,D01,27.15,78
2022,D01,27.150000000000002,23
2022,D01,27.2,81
2022,D01,27.200000000000003,110
2022,D01,27.25,160
2022,D01,27.299999999999997,51
2022,D01,27.3,69
2022,D01,27.349999999999998,4
2022,D01,27.35,69
2022,D01,27.4,104
2022,D01,27.400000000000002,30
2022,D01,27.45,50
2022,D01,27.450000000000003,49
2022,D01,27.5,84
2022,D01,27.549999999999997,17
2022,D01,27.55,31
2022,D01,27.599999999999998,11
2022,D01,27.6,70
2022,D01,27.65,58
2022,D01,27.650000000000002,21
2022,D01,27.7,24
2022,D01,27.700000000000003,29
2022,D01,27.75,24
2022,D01,27.799999999999997,18
2022,D01,27.8,21
2022,D01,27.849999999999998,2
2022,D01,27.85,37
2022,D01,27.9,29
2022,D01,27.900000000000002,7
2022,D01,27.95,9
2022,D01,27.950000000000003,2
2022,D01,28.0,15
2022,D01,28.049999999999997,6
2022,D01,28.05,16
2022,D01,28.099999999999998,1
2022,D01,28.1,18
2022,D01,28.15,6
2022,D01,28.150000000000002,1
2022,D01,28.2,7
2022,D01,28.200000000000003,2
2022,D01,28.25,7
2022,D01,28.299999999999997,2
2022,D01,28.3,4
2022,D01,28.35,2
2022,D01,28.4,1
2022,D01,28.400000000000002,2
2022,D01,28.45,1
2022,D01,28.5,4
2022,D01,28.549999999999997,2
2022,D01,28.55,1
2022,D01,28.65,1
2022,D01,28.7,2
2022,D01,28.900000000000002,1
2023,A00,0.45,1
2023,A00,5.0,1
2023,A00,5.25,1
2023,A00,5.7,1
2023,A00,5.85,1
2023,A00,6.0,1
2023,A00,6.1,2
2023,A00,6.15,2
2023,A00,6.25,1
2023,A00,6.3,1
2023,A00,6.35,1
2023,A00,6.4,1
2023,A00,6.55,1
2023,A00,6.6,1
2023,A00,6.65,1
2023,A00,6.7,2
2023,A00,6.75,1
2023,A00,6.85,5
2023,A00,6.9,3
2023,A00,6.95,3
2023,A00,7.0,1
2023,A00,7.05,4
2023,A00,7.1,5
2023,A00,7.2,3
2023,A00,7.25,1
2023,A00,7.35,2
2023,A00,7.4,4
2023,A00,7.45,2
2023,A00,7.5,5
2023,A00,7.55,1
2023,A00,7.6,4
2023,A00,7.65,4
2023,A00,7.7,7
2023,A00,7.75,7
2023,A00,7.8,3
2023,A00,7.85,6
2023,A00,7.9,3
2023,A00,7.95,6
2023,A00,8.0,10
2023,A00,8.05,5
2023,A00,8.1,6
2023,A00,8.15,9
2023,A00,8.2,5
2023,A00,8.25,8
2023,A00,8.3,8
2023,A00,8.35,3
2023,A00,8.4,8
2023,A00,8.45,7
2023,A00,8.5,10
2023,A00,8.55,13
2023,A00,8.6,4
2023,A00,8.65,10
2023,A00,8.7,9
2023,A00,8.75,10
2023,A00,8.8,5
2023,A00,8.85,8
2023,A00,8.9,9
2023,A00,8.95,8
2023,A00,9.0,15
2023,A00,9.05,11
2023,A00,9.1,14
2023,A00,9.15,8
2023,A00,9.2,21
2023,A00,9.25,15
2023,A00,9.3,21
2023,A00,9.35,13
2023,A00,9.4,13
2023,A00,9.45,19
2023,A00,9.5,21
2023,A00,9.55,16
2023,A00,9.6,16
2023,A00,9.65,21
2023,A00,9.7,28
2023,A00,9.75,19
2023,A00,9.8,32
2023,A00,9.85,29
2023,A00,9.9,31
2023,A00,9.95,24
2023,A00,10.0,19
2023,A00,10.05,35
2023,A00,10.1,31
2023,A00,10.15,25
2023,A00,10.2,29
2023,A00,10.25,28
2023,A00,10.3,34
2023,A00,10.35,23
2023,A00,10.4,29
2023,A00,10.45,39
2023,A00,10.5,38
2023,A00,10.55,47
2023,A00,10.6,40
2023,A00,10.65,48
2023,A00,10.7,45
2023,A00,10.75,44
2023,A00,10.8,48
2023,A00,10.85,45
2023,A00,10.9,49
2023,A00,10.95,51
2023,A00,11.0,53
2023,A00,11.05,47
2023,A00,11.1,62
2023,A00,11.15,64
2023,A00,11.2,62
2023,A00,11.25,47
2023,A00,11.3,64
2023,A00,11.35,76
2023,A00,11.4,67
2023,A00,11.45,59
2023,A00,11.5,79
2023,A00,11.55,71
2023,A00,11.6,68
2023,A00,11.65,70
2023,A00,11.7,69
2023,A00,11.75,73
2023,A00,11.8,79
2023,A00,11.85,76
2023,A00,11.9,96
2023,A00,11.95,86
2023,A00,12.0,100
2023,A00,12.05,93
2023,A00,12.1,71
2023,A00,12.15,116
2023,A00,12.2,110
2023,A00,12.25,99
2023,A00,12.3,92
2023,A00,12.35,82
2023,A00,12.4,110
2023,A00,12.45,125
2023,A00,12.5,112
2023,A00,12.55,110
2023,A00,12.6,124
2023,A00,12.65,125
2023,A00,12.7,163
2023,A00,12.75,119
2023,A00,12.8,146
2023,A00,12.85,151
2023,A00,12.9,144
2023,A00,12.95,176
2023,A00,13.0,164
2023,A00,13.05,154
2023,A00,13.1,156
2023,A00,13.15,183
2023,A00,13.2,161
2023,A00,13.25,159
2023,A00,13.3,200
2023,A00,13.35,192
2023,A00,13.4,181
2023,A00,13.45,184
2023,A00,13.5,196
2023,A00,13.55,203
2023,A00,13.6,228
2023,A00,13.65,213
2023,A00,13.7,211
2023,A00,13.75,217
2023,A00,13.8,253
2023,A00,13.85,198
2023,A00,13.9,262
2023,A00,13.95,282
2023,A00,14.0,250
2023,A00,14.05,264
2023,A00,14.1,264
2023,A00,14.15,289
2023,A00,14.2,297
2023,A00,14.25,290
2023,A00,14.3,280
2023,A00,14.35,296
2023,A00,14.4,287
2023,A00,14.45,295
2023,A00,14.5,289
2023,A00,14.55,342
2023,A00,14.6,294
2023,A00,14.65,332
2023,A00,14.7,347
2023,A00,14.75,379
2023,A00,14.8,349
2023,A00,14.85,343
2023,A00,14.9,344
2023,A00,14.95,397
2023,A00,15.0,379
2023,A00,15.05,384
2023,A00,15.1,369
2023,A00,15.15,393
2023,A00,15.2,426
2023,A00,15.25,409
2023,A00,15.3,448
2023,A00,15.35,450
2023,A00,15.4,453
2023,A00,15.45,469
2023,A00,15.5,466
2023,A00,15.55,465
2023,A00,15.6,479
2023,A00,15.65,488
2023,A00,15.7,498
2023,A00,15.75,529
2023,A00,15.8,543
2023,A00,15.85,551
2023,A00,15.9,602
2023,A00,15.95,582
2023,A00,16.0,546
2023,A00,16.05,595
2023,A00,16.1,614
2023,A00,16.15,610
2023,A00,16.2,585
2023,A00,16.25,653
2023,A00,16.3,636
2023,A00,16.35,648
2023,A00,16.4,651
2023,A00,16.45,715
2023,A00,16.5,692
2023,A00,16.55,659
2023,A00,16.6,711
2023,A00,16.65,730
2023,A00,16.7,778
2023,A00,16.75,703
2023,A00,16.8,765
2023,A00,16.85,731
2023,A00,16.9,799
2023,A00,16.95,795
2023,A00,17.0,810
2023,A00,17.05,816
2023,A00,17.1,843
2023,A00,17.15,750
2023,A00,17.2,887
2023,A00,17.25,903
2023,A00,17.3,916
2023,A00,17.35,946
2023,A00,17.4,967
2023,A00,17.45,953
2023,A00,17.5,1000
2023,A00,17.55,995
2023,A00,17.6,1030
2023,A00,17.65,1038
2023,A00,17.7,993
2023,A00,17.75,1004
2023,A00,17.8,1063
2023,A00,17.85,1091
2023,A00,17.9,1075
2023,A00,17.95,1127
2023,A00,18.0,1099
2023,A00,18.05,1140
2023,A00,18.1,1162
2023,A00,18.15,1170
2023,A00,18.2,1194
2023,A00,18.25,1089
2023,A00,18.3,1255
2023,A00,18.35,1178
2023,A00,18.4,1306
2023,A00,18.45,1323
2023,A00,18.5,1300
2023,A00,18.55,1322
2023,A00,18.6,1333
2023,A00,18.65,1322
2023,A00,18.7,1410
2023,A00,18.75,1392
2023,A00,18.8,1350
2023,A00,18.85,1428
2023,A00,18.9,1419
2023,A00,18.95,1458
2023,A00,19.0,1567
2023,A00,19.05,1483
2023,A00,19.1,1542
2023,A00,19.15,1523
2023,A00,19.2,1502
2023,A00,19.25,1593
2023,A00,19.3,1625
2023,A00,19.35,1559
2023,A00,19.4,1611
2023,A00,19.45,1614
2023,A00,19.5,1739
2023,A00,19.55,1754
2023,A00,19.6,1770
2023,A00,19.65,1753
2023,A00,19.7,1709
2023,A00,19.75,1755
2023,A00,19.8,1791
2023,A00,19.85,1737
2023,A00,19.9,1836
2023,A00,19.95,1842
2023,A00,20.0,1907
2023,A00,20.05,1864
2023,A00,20.1,1875
2023,A00,20.15,1898
2023,A00,20.2,1929
2023,A00,20.25,1977
2023,A00,20.3,1891
2023,A00,20.35,2014
2023,A00,20.4,1962
2023,A00,20.45,1964
2023,A00,20.5,1989
2023,A00,20.55,1965
2023,A00,20.6,2023
2023,A00,20.65,2026
2023,A00,20.7,2014
2023,A00,20.75,2045
2023,A00,20.8,2138
2023,A00,20.85,2136
2023,A00,20.9,2107
2023,A00,20.95,2135
2023,A00,21.0,2146
2023,A00,21.05,2135
2023,A00,21.1,2124
2023,A00,21.15,2131
2023,A00,21.2,2175
2023,A00,21.25,2153
2023,A00,21.3,2153
2023,A00,21.35,2299
2023,A00,21.4,2247
2023,A00,21.45,2179
2023,A00,21.5,2245
2023,A00,21.55,2184
2023,A00,21.6,2261
2023,A00,21.65,2238
2023,A00,21.7,2192
2023,A00,21.75,2203
2023,A00,21.8,2284
2023,A00,21.85,2281
2023,A00,21.9,2259
2023,A00,21.95,2246
2023,A00,22.0,2305
2023,A00,22.05,2260
2023,A00,22.1,2315
2023,A00,22.15,2220
2023,A00,22.2,2215
2023,A00,22.25,2290
2023,A00,22.3,2240
2023,A00,22.35,2216
2023,A00,22.4,2184
2023,A00,22.45,2105
2023,A00,22.5,2197
2023,A00,22.55,2165
2023,A00,22.6,2099
2023,A00,22.65,2034
2023,A00,22.7,2144
2023,A00,22.75,2061
2023,A00,22.8,2140
2023,A00,22.85,2166
2023,A00,22.9,2024
2023,A00,22.95,2057
2023,A00,23.0,2006
2023,A00,23.05,2004
2023,A00,23.1,1945
2023,A00,23.15,1907
2023,A00,23.2,2014
2023,A00,23.25,1977
2023,A00,23.3,1948
2023,A00,23.35,1847
2023,A00,23.4,1818
2023,A00,23.45,1885
2023,A00,23.5,1948
2023,A00,23.55,1779
2023,A00,23.6,1807
2023,A00,23.65,1637
2023,A00,23.7,1713
2023,A00,23.75,1833
2023,A00,23.8,1697
2023,A00,23.85,1533
2023,A00,23.9,1639
2023,A00,23.95,1604
2023,A00,24.0,1616
2023,A00,24.05,1421
2023,A00,24.1,1436
2023,A00,24.15,1429
2023,A00,24.2,1498
2023,A00,24.25,1512
2023,A00,24.3,1302
2023,A00,24.35,1266
2023,A00,24.4,1304
2023,A00,24.45,1341
2023,A00,24.5,1232
2023,A00,24.55,1053
2023,A00,24.6,1111
2023,A00,24.65,1158
2023,A00,24.7,1185
2023,A00,24.75,1104
2023,A00,24.8,918
2023,A00,24.85,1001
2023,A00,24.9,1007
2023,A00,24.95,1004
2023,A00,25.0,842
2023,A00,25.05,856
2023,A00,25.1,889
2023,A00,25.15,919
2023,A00,25.2,789
2023,A00,25.25,635
2023,A00,25.3,661
2023,A00,25.35,800
2023,A00,25.4,756
2023,A00,25.45,645
2023,A00,25.5,563
2023,A00,25.55,609
2023,A00,25.6,675
2023,A00,25.65,619
2023,A00,25.7,494
2023,A00,25.75,458
2023,A00,25.8,536
2023,A00,25.85,534
2023,A00,25.9,482
2023,A00,25.95,403
2023,A00,26.0,348
2023,A00,26.05,431
2023,A00,26.1,411
2023,A00,26.15,360
2023,A00,26.2,287
2023,A00,26.25,293
2023,A00,26.3,377
2023,A00,26.35,319
2023,A00,26.4,240
2023,A00,26.45,201
2023,A00,26.5,258
2023,A00,26.55,293
2023,A00,26.6,246
2023,A00,26.65,184
2023,A00,26.7,165
2023,A00,26.75,204
2023,A00,26.8,230
2023,A00,26.85,180
2023,A00,26.9,125
2023,A00,26.95,144
2023,A00,27.0,178
2023,A00,27.05,169
2023,A00,27.1,133
2023,A00,27.15,97
2023,A00,27.2,98
2023,A00,27.25,115
2023,A00,27.3,128
2023,A00,27.35,69
2023,A00,27.4,76
2023,A00,27.45,98
2023,A00,27.5,107
2023,A00,27.55,60
2023,A00,27.6,49
2023,A00,27.65,67
2023,A00,27.7,59
2023,A00,27.75,69
2023,A00,27.8,43
2023,A00,27.85,29
2023,A00,27.9,47
2023,A00,27.95,50
2023,A00,28.0,47
2023,A00,28.05,21
2023,A00,28.1,18
2023,A00,28.15,35
2023,A00,28.2,30
2023,A00,28.25,20
2023,A00,28.3,10
2023,A00,28.35,9
2023,A00,28.4,17
2023,A00,28.45,20
2023,A00,28.5,4
2023,A00,28.55,3
2023,A00,28.6,5
2023,A00,28.65,17
2023,A00,28.7,5
2023,A00,28.75,5
2023,A00,28.8,7
2023,A00,28.85,12
2023,A00,28.9,7
2023,A00,28.95,2
2023,A00,29.0,4
2023,A00,29.05,5
2023,A00,29.1,4
2023,A00,29.15,3
2023,A00,29.25,3
2023,A00,29.3,4
2023,A00,29.35,3
2023,A01,5.05,1
2023,A01,5.95,1
2023,A01,6.15,1
2023,A01,6.199999999999999,1
2023,A01,6.25,1
2023,A01,6.3,1
2023,A01,6.4,2
2023,A01,6.65,2
2023,A01,6.7,1
2023,A01,6.800000000000001,1
2023,A01,6.85,3
2023,A01,6.8500000000000005,1
2023,A01,6.95,2
2023,A01,7.0,1
2023,A01,7.050000000000001,1
2023,A01,7.1,3
2023,A01,7.199999999999999,1
2023,A01,7.2,1
2023,A01,7.3,2
2023,A01,7.300000000000001,1
2023,A01,7.35,3
2023,A01,7.4,4
2023,A01,7.45,2
2023,A01,7.5,2
2023,A01,7.55,2
2023,A01,7.6,6
2023,A01,7.65,2
2023,A01,7.699999999999999,1
2023,A01,7.7,2
2023,A01,7.75,2
2023,A01,7.8,5
2023,A01,7.800000000000001,3
2023,A01,7.85,5
2023,A01,7.8999999999999995,1
2023,A01,7.9,1
2023,A01,7.949999999999999,2
2023,A01,7.95,1
2023,A01,8.0,1
2023,A01,8.05,5
2023,A01,8.1,6
2023,A01,8.100000000000001,3
2023,A01,8.149999999999999,1
2023,A01,8.15,8
2023,A01,8.2,5
2023,A01,8.200000000000001,1
2023,A01,8.25,3
2023,A01,8.3,3
2023,A01,8.35,1
2023,A01,8.4,4
2023,A01,8.45,14
2023,A01,8.5,8
2023,A01,8.55,10
2023,A01,8.6,6
2023,A01,8.600000000000001,1
2023,A01,8.649999999999999,1
2023,A01,8.65,10
2023,A01,8.7,13
2023,A01,8.75,13
2023,A01,8.8,7
2023,A01,8.85,7
2023,A01,8.850000000000001,1
2023,A01,8.899999999999999,3
2023,A01,8.9,19
2023,A01,8.95,15
2023,A01,8.950000000000001,1
2023,A01,9.0,9
2023,A01,9.05,15
2023,A01,9.1,9
2023,A01,9.100000000000001,5
2023,A01,9.149999999999999,3
2023,A01,9.15,9
2023,A01,9.2,13
2023,A01,9.25,15
2023,A01,9.3,19
2023,A01,9.35,15
2023,A01,9.350000000000001,3
2023,A01,9.399999999999999,3
2023,A01,9.4,20
2023,A01,9.45,19
2023,A01,9.450000000000001,2
2023,A01,9.5,11
2023,A01,9.55,17
2023,A01,9.6,19
2023,A01,9.600000000000001,3
2023,A01,9.649999999999999,3
2023,A01,9.65,25
2023,A01,9.7,22
2023,A01,9.700000000000001,2
2023,A01,9.75,24
2023,A01,9.8,20
2023,A01,9.85,30
2023,A01,9.850000000000001,7
2023,A01,9.899999999999999,6
2023,A01,9.9,30
2023,A01,9.95,18
2023,A01,9.950000000000001,2
2023,A01,10.0,33
2023,A01,10.05,28
2023,A01,10.1,31
2023,A01,10.100000000000001,7
2023,A01,10.149999999999999,6
2023,A01,10.15,32
2023,A01,10.2,30
2023,A01,10.200000000000001,1
2023,A01,10.25,28
2023,A01,10.299999999999999,1
2023,A01,10.3,34
2023,A01,10.35,23
2023,A01,10.350000000000001,14
2023,A01,10.399999999999999,8
2023,A01,10.4,36
2023,A01,10.45,34
2023,A01,10.450000000000001,3
2023,A01,10.5,45
2023,A01,10.55,31
2023,A01,10.6,44
2023,A01,10.600000000000001,13
2023,A01,10.649999999999999,12
2023,A01,10.65,50
2023,A01,10.7,44
2023,A01,10.700000000000001,7
2023,A01,10.75,57
2023,A01,10.799999999999999,7
2023,A01,10.8,46
2023,A01,10.85,29
2023,A01,10.850000000000001,28
2023,A01,10.899999999999999,20
2023,A01,10.9,56
2023,A01,10.95,48
2023,A01,10.950000000000001,9
2023,A01,11.0,46
2023,A01,11.049999999999999,6
2023,A01,11.05,61
2023,A01,11.1,40
2023,A01,11.100000000000001,26
2023,A01,11.149999999999999,21
2023,A01,11.15,42
2023,A01,11.2,53
2023,A01,11.200000000000001,8
2023,A01,11.25,69
2023,A01,11.299999999999999,7
2023,A01,11.3,55
2023,A01,11.35,51
2023,A01,11.350000000000001,36
2023,A01,11.399999999999999,26
2023,A01,11.4,58
2023,A01,11.45,84
2023,A01,11.450000000000001,11
2023,A01,11.5,113
2023,A01,11.549999999999999,6
2023,A01,11.55,83
2023,A01,11.6,70
2023,A01,11.600000000000001,28
2023,A01,11.649999999999999,30
2023,A01,11.65,73
2023,A01,11.7,92
2023,A01,11.700000000000001,18
2023,A01,11.75,108
2023,A01,11.799999999999999,17
2023,A01,11.8,75
2023,A01,11.85,51
2023,A01,11.850000000000001,49
2023,A01,11.899999999999999,38
2023,A01,11.9,77
2023,A01,11.95,100
2023,A01,11.950000000000001,29
2023,A01,12.0,122
2023,A01,12.049999999999999,21
2023,A01,12.05,111
2023,A01,12.1,88
2023,A01,12.100000000000001,45
2023,A01,12.149999999999999,44
2023,A01,12.15,81
2023,A01,12.2,134
2023,A01,12.200000000000001,29
2023,A01,12.25,143
2023,A01,12.299999999999999,28
2023,A01,12.3,115
2023,A01,12.35,95
2023,A01,12.350000000000001,52
2023,A01,12.399999999999999,53
2023,A01,12.4,83
2023,A01,12.45,139
2023,A01,12.450000000000001,30
2023,A01,12.5,166
2023,A01,12.549999999999999,28
2023,A01,12.55,153
2023,A01,12.6,106
2023,A01,12.600000000000001,60
2023,A01,12.649999999999999,66
2023,A01,12.65,120
2023,A01,12.7,141
2023,A01,12.700000000000001,41
2023,A01,12.75,200
2023,A01,12.799999999999999,44
2023,A01,12.8,151
2023,A01,12.85,105
2023,A01,12.850000000000001,80
2023,A01,12.899999999999999,82
2023,A01,12.9,129
2023,A01,12.95,161
2023,A01,12.950000000000001,41
2023,A01,13.0,218
2023,A01,13.049999999999999,54
2023,A01,13.05,204
2023,A01,13.1,125
2023,A01,13.100000000000001,104
2023,A01,13.149999999999999,94
2023,A01,13.15,146
2023,A01,13.2,188
2023,A01,13.200000000000001,48
2023,A01,13.25,249
2023,A01,13.299999999999999,55
2023,A01,13.3,204
2023,A01,13.35,163
2023,A01,13.350000000000001,92
2023,A01,13.399999999999999,96
2023,A01,13.4,143
2023,A01,13.45,228
2023,A01,13.450000000000001,68
2023,A01,13.5,273
2023,A01,13.549999999999999,55
2023,A01,13.55,233
2023,A01,13.6,172
2023,A01,13.600000000000001,102
2023,A01,13.649999999999999,123
2023,A01,13.65,195
2023,A01,13.7,262
2023,A01,13.700000000000001,60
2023,A01,13.75,282
2023,A01,13.799999999999999,60
2023,A01,13.8,247
2023,A01,13.85,194
2023,A01,13.850000000000001,141
2023,A01,13.899999999999999,151
2023,A01,13.9,220
2023,A01,13.95,246
2023,A01,13.950000000000001,71
2023,A01,14.0,332
2023,A01,14.049999999999999,76
2023,A01,14.05,289
2023,A01,14.1,217
2023,A01,14.100000000000001,145
2023,A01,14.149999999999999,162
2023,A01,14.15,236
2023,A01,14.2,300
2023,A01,14.200000000000001,91
2023,A01,14.25,448
2023,A01,14.299999999999999,91
2023,A01,14.3,330
2023,A01,14.35,252
2023,A01,14.350000000000001,167
2023,A01,14.399999999999999,171
2023,A01,14.4,245
2023,A01,14.45,332
2023,A01,14.450000000000001,71
2023,A01,14.5,470
2023,A01,14.549999999999999,89
2023,A01,14.55,358
2023,A01,14.6,288
2023,A01,14.600000000000001,154
2023,A01,14.649999999999999,183
2023,A01,14.65,285
2023,A01,14.7,413
2023,A01,14.700000000000001,92
2023,A01,14.75,450
2023,A01,14.799999999999999,119
2023,A01,14.8,400
2023,A01,14.85,305
2023,A01,14.850000000000001,200
2023,A01,14.899999999999999,207
2023,A01,14.9,319
2023,A01,14.95,472
2023,A01,14.950000000000001,114
2023,A01,15.0,538
2023,A01,15.049999999999999,133
2023,A01,15.05,421
2023,A01,15.1,331
2023,A01,15.100000000000001,227
2023,A01,15.149999999999999,219
2023,A01,15.15,352
2023,A01,15.2,412
2023,A01,15.200000000000001,112
2023,A01,15.25,608
2023,A01,15.299999999999999,131
2023,A01,15.3,455
2023,A01,15.35,368
2023,A01,15.350000000000001,243
2023,A01,15.399999999999999,277
2023,A01,15.4,373
2023,A01,15.45,491
2023,A01,15.450000000000001,116
2023,A01,15.5,675
2023,A01,15.549999999999999,139
2023,A01,15.55,530
2023,A01,15.6,412
2023,A01,15.600000000000001,261
2023,A01,15.649999999999999,282
2023,A01,15.65,416
2023,A01,15.7,551
2023,A01,15.700000000000001,153
2023,A01,15.75,776
2023,A01,15.799999999999999,149
2023,A01,15.8,558
2023,A01,15.85,483
2023,A01,15.850000000000001,294
2023,A01,15.899999999999999,299
2023,A01,15.9,444
2023,A01,15.95,636
2023,A01,15.950000000000001,171
2023,A01,16.0,780
2023,A01,16.049999999999997,114
2023,A01,16.05,741
2023,A01,16.099999999999998,58
2023,A01,16.1,793
2023,A01,16.15,750
2023,A01,16.150000000000002,53
2023,A01,16.2,738
2023,A01,16.200000000000003,97
2023,A01,16.25,837
2023,A01,16.299999999999997,98
2023,A01,16.3,771
2023,A01,16.349999999999998,52
2023,A01,16.35,817
2023,A01,16.4,826
2023,A01,16.400000000000002,65
2023,A01,16.45,797
2023,A01,16.450000000000003,121
2023,A01,16.5,884
2023,A01,16.549999999999997,120
2023,A01,16.55,766
2023,A01,16.599999999999998,39
2023,A01,16.6,903
2023,A01,16.65,907
2023,A01,16.650000000000002,69
2023,A01,16.7,773
2023,A01,16.700000000000003,131
2023,A01,16.75,929
2023,A01,16.799999999999997,137
2023,A01,16.8,875
2023,A01,16.849999999999998,53
2023,A01,16.85,974
2023,A01,16.9,945
2023,A01,16.900000000000002,81
2023,A01,16.95,882
2023,A01,16.950000000000003,158
2023,A01,17.0,990
2023,A01,17.049999999999997,147
2023,A01,17.05,909
2023,A01,17.099999999999998,57
2023,A01,17.1,1047
2023,A01,17.15,1038
2023,A01,17.150000000000002,73
2023,A01,17.2,898
2023,A01,17.200000000000003,166
2023,A01,17.25,1073
2023,A01,17.299999999999997,151
2023,A01,17.3,1001
2023,A01,17.349999999999998,49
2023,A01,17.35,1158
2023,A01,17.4,1096
2023,A01,17.400000000000002,64
2023,A01,17.45,1001
2023,A01,17.450000000000003,188
2023,A01,17.5,1161
2023,A01,17.549999999999997,219
2023,A01,17.55,1024
2023,A01,17.599999999999998,58
2023,A01,17.6,1221
2023,A01,17.65,1185
2023,A01,17.650000000000002,64
2023,A01,17.7,1058
2023,A01,17.700000000000003,203
2023,A01,17.75,1303
2023,A01,17.799999999999997,204
2023,A01,17.8,1104
2023,A01,17.849999999999998,36
2023,A01,17.85,1292
2023,A01,17.9,1293
2023,A01,17.900000000000002,64
2023,A01,17.95,1110
